content,date,lang,is_retweet
"The S&amp;P just hit an ALL TIME HIGH. This is a big win for jobs, 401-K’s, and, frankly, EVERYONE! Our Country is doing great. Even killed long sought ISIS murderer, Al-Baghdadi. We are stronger than ever before, with GREAT upward potential. Enjoy!",2019-10-28 13:41:34,en,False
Thank you to @MarthaRaddatz and @TerryMoran for a job well done! https://t.co/mcHjqX1K2L,2019-10-27 21:24:55,en,False
"Last night, the United States brought the world's number one terrorist leader to justice. President @realDonaldTrump addresses the death of Abu Bakr al-Baghdadi, the founder and leader of ISIS. Full remarks: https://t.co/3ucibNVOU8 | More: https://t.co/b4fBx9qyY6 https://t.co/odrheyNRtc",2019-10-27 16:50:08,en,True
"Thank you to the service members, military leaders, and agency officials who were critical to the success of this mission. https://t.co/Az8DYZDqtW",2019-10-27 16:49:45,en,True
https://t.co/7esnNSoa5D,2019-10-27 16:25:12,und,False
https://t.co/yJ0VKdNxHP,2019-10-27 14:31:33,und,False
"As Diwali commences, @FLOTUS Melania and I wish those observing the Festival of Lights a blessed and happy celebration! #HappyDiwali https://t.co/LGXkUzMJiI",2019-10-27 10:21:46,en,False
Something very big has just happened!,2019-10-27 01:23:39,en,False
"....Matt has my Complete and Total Endorsement, and always has. GET OUT and VOTE on November 5th for your GREAT Governor, @MattBevin!",2019-10-26 20:26:34,en,False
"Governor @MattBevin has done a wonderful job for the people of Kentucky! He continues to protect your very important Second Amendment. Matt is Strong on Crime and the Border, he Loves our Great Vets and Military....",2019-10-26 20:26:34,en,False
"....He loves our Military and supports our Vets! Democrat Jim Hood will never give us his vote, is anti-Trump and pro-Crooked Hillary. Get out and VOTE for Tate Reeves on November 5th. He has my Complete and Total Endorsement!",2019-10-26 20:20:04,en,False
"MISSISSIPPI! There is a VERY important election for Governor on November 5th. I need you to get out and VOTE for our Great Republican nominee, @TateReeves. Tate is Strong on Crime, tough on Illegal Immigration, and will protect your Second Amendment....",2019-10-26 20:20:04,en,False
"....Our Republican candidate @EddieRispone is a successful conservative businessman who will stand with me to create jobs and protect your Second Amendment. GET OUT AND VOTE for Eddie, the next Governor of the GREAT State of Louisiana!",2019-10-26 20:17:18,en,False
"LOUISIANA! Extreme Democrat John Bel Edwards has sided with Nancy Pelosi and Chuck Schumer to support Sanctuary Cities, High Taxes, and Open Borders. He is crushing Louisiana’s economy and your Second Amendment rights....",2019-10-26 20:17:18,en,False
Where’s the Whistleblower?,2019-10-26 14:43:01,en,False
"The Fake Washington Post keeps doing phony stories, with zero sources, that I am concerned with the Impeachment scam. I am not because I did nothing wrong. It is the other side, including Schiff and his made up story, that are concerned. Witch Hunt continues!",2019-10-26 14:41:18,en,False
"My Administration is fighting hard to end the Opioid Crisis. Join with us by disposing unused or expired prescription medications at over 4,000 locations across this great Country. Find a location TODAY from 10am-2pm at https://t.co/CXK0LFpGMD. #TakeBackDay https://t.co/xBEyflYYGj",2019-10-26 13:54:33,en,False
....,2019-10-26 12:18:29,und,False
"....greatly help the African American community (and all other communities), and which was unable to get done in past administrations despite a tremendous desire for it. This and best unemployment numbers EVER is more than Kamala will EVER be able to do for African Americans!",2019-10-26 12:18:28,en,False
"Badly failing presidential candidate @KamalaHarris will not go to a very wonderful largely African American event today because yesterday I recieved a major award, at the same event, for being able to produce &amp; sign into law major Criminal Justice Reform legislation, which will..",2019-10-26 12:18:28,en,False
The Ukraine investigation is just as Corrupt and Fake as all of the other garbage that went on before it. Even Shifty Schiff got caught cheating when he made up what I said on the call!,2019-10-26 11:44:09,en,False
"....We should all work together to clean up these hazardous waste and homeless sites before the whole city rots away. Very bad and dangerous conditions, also severely impacting the Pacific Ocean and water supply. Pelosi must work on this mess and turn her District around!",2019-10-26 11:29:04,en,False
"I can’t believe that Nancy Pelosi’s District in San Francisco is in such horrible shape that the City itself is in violation of many sanitary &amp; environmental orders, causing it to owe the Federal Government billions of dollars - and all she works on is Impeachment.....",2019-10-26 11:29:04,en,False
"“Not a single American citizen has been charged with anything related to Russian Collusion, not one person.” @TuckerCarlson  It was all an illegal Witch Hunt!",2019-10-26 11:23:09,en,False
"Had a beautiful dinner last night at Camp David in celebration of the 10th Wedding Anniversary of Ivanka and Jared. Attended by a small number of family and friends, it could not have been nicer. Camp David is a special place. Cost of the event will be totally paid for by me!",2019-10-26 11:21:15,en,False
"Democrats just announced that they no longer want the Whistleblower to testify. But everything was about the Whistleblower (they no longer want the second Whistleblower either), which they don’t want because the account of my call bore NO RELATIONSHIP to the call itself.....",2019-10-26 11:12:22,en,True
"....The entire Impeachment Scam was based on my perfect Ukrainian call, and the Whistleblowers account of that call, which turned out to be false (a fraud?). Once I released the actual call, their entire case fell apart. The Democrats must end this Scam now. Witch Hunt!",2019-10-26 11:12:19,en,True
"NYT report: DOJ opening a criminal investigation into the spreading of the Russian collusion conspiracy

If true, this shows Bill Barr is doing EXACTLY his job: following the facts 

Those who damaged America and broke the law to spread this hoax are about to face accountability",2019-10-26 11:09:29,en,True
...Thank you @foxandfriends! Hopefully this is just the beginning of a massive story of injustice and treason. You will never learn this from the corrupt LameStream Media who get Pulitzer Prizes for reporting the story totally wrong. The ones who report it right get only RESPECT!,2019-10-26 11:02:32,en,False
"..the President when Flynn had been cleared of everything long before that. The DOJ is withholding a lot of evidence &amp; information, as are Clapper &amp; Brennan &amp; all of the people who participated in the complete setup of Michael Flynn.”(Terrible!) Sidney Powell. This is a disgrace!",2019-10-26 11:02:32,en,False
"....They exonerated him completely of being an agent of Russia (Recently Crooked Hillary charged Tulsi Gabbard &amp; Jill Stein with the same thing-SICK), and yet Mr. Comey still runs to the White House on February 14 and conjures up the Obstruction of Justice narrative against.....",2019-10-26 11:02:32,en,False
“General Michael Flynn’s attorney is demanding that charges be immediately dropped after they found that FBI Agents manipulated records against him. They say that James Clapper told a reporter to “take a kill shot at Flynn. This has been a complete setup of Michael Flynn....,2019-10-26 11:02:31,en,False
"My Administration is fighting hard to end the Opioid Crisis. Join with us by disposing unused or expired prescription medications at over 4,000 locations across this great Country. Find a location TOMORROW, October 26th from 10am-2pm at https://t.co/CXK0LFpGMD. #TakeBackDay https://t.co/DvgrxZoLzp",2019-10-26 03:39:54,en,False
https://t.co/o6mk8orgrC https://t.co/iUD808JXyt,2019-10-26 03:28:34,und,False
https://t.co/zDEOQfpvk1 https://t.co/Bxpt7nQTjG,2019-10-26 03:21:10,und,True
"POTUS is a champion for America's once-forgotten communities, and his historic criminal justice reforms are building opportunity for Americans from all walks of life. Today he addressed the 2019 Second Step Presidential Justice Forum at Benedict College! https://t.co/t7THBRruon",2019-10-26 03:20:08,en,True
To Tim: The Button on the IPhone was FAR better than the Swipe!,2019-10-26 03:19:43,en,True
"What is Adam Schiff hiding, and why is he afraid to show the American public? https://t.co/1twGgi6kc8",2019-10-26 03:19:33,en,True
"I appreciate the support of Senator @LindseyGraham, @SenateMajLdr Mitch McConnell, and their Great Senate Republican colleagues, on the resolution condemning the Do Nothing Democrats for their Witch Hunt Impeachment inquiry, behind closed doors....",2019-10-26 03:18:41,en,True
"First we learn that Durham's probe is now a criminal investigation.

Now we hear that the FBI may have altered the 302s from General Flynn's interview.

https://t.co/IBtjFChS9b",2019-10-26 03:17:39,en,True
"It was my great honor to deliver the keynote address at the 2019 Second Step Presidential Justice Forum hosted by the 20/20 Bipartisan Justice Center in South Carolina, and my true honor to receive the Bipartisan Justice Award, thank you! https://t.co/uF9IWnI1pH",2019-10-26 03:17:23,en,True
https://t.co/zDEOQfpvk1 https://t.co/Bxpt7nQTjG,2019-10-26 02:23:14,und,False
A new poll shows evangelical support for President @realDonaldTrump GROWING in spite of Democrat impeachment farce! I’ll discuss on “@LouDobbs Tonight” at 6 &amp; 9pm CT on @FoxBusiness. Tune in!,2019-10-25 23:41:27,en,True
Great Book! https://t.co/HYO77j6KRT,2019-10-25 23:40:48,en,False
Wow! https://t.co/lF3WUjiqHs,2019-10-25 23:39:42,und,False
"My appearance on Hannity last night
https://t.co/whO7qmrkB7",2019-10-25 23:38:28,en,True
My lawyers should sue the Democrats and Shifty Adam Schiff for fraud!,2019-10-25 23:33:42,en,False
"....The entire Impeachment Scam was based on my perfect Ukrainian call, and the Whistleblowers account of that call, which turned out to be false (a fraud?). Once I released the actual call, their entire case fell apart. The Democrats must end this Scam now. Witch Hunt!",2019-10-25 23:30:35,en,False
"Democrats just announced that they no longer want the Whistleblower to testify. But everything was about the Whistleblower (they no longer want the second Whistleblower either), which they don’t want because the account of my call bore NO RELATIONSHIP to the call itself.....",2019-10-25 23:30:35,en,False
To Tim: The Button on the IPhone was FAR better than the Swipe!,2019-10-25 22:39:16,en,False
"....in the basement of the United States Capitol! They cannot win at the ballot box. Their sham for the past 3 years continues. The good news is that the American People get it, which will be proven once again on November 3, 2020!",2019-10-25 21:10:26,en,False
"I appreciate the support of Senator @LindseyGraham, @SenateMajLdr Mitch McConnell, and their Great Senate Republican colleagues, on the resolution condemning the Do Nothing Democrats for their Witch Hunt Impeachment inquiry, behind closed doors....",2019-10-25 21:10:25,en,False
"NEW Interview w/ @realDonaldTrump 
-DOJ Criminal Investigation
Clapper/Brennan

-Comey leaking memo

-Schiff corroborated w/ Whistleblower 

-Graham 50 Sens agree 

- To Republicans: “get tougher”

-Why won’t Lindsey investigate Schiff?

-Syria &amp; Oil fields

-World Series game 5",2019-10-25 20:43:20,en,True
"Since President @realDonaldTrump signed the First Step Act into law, 10 states have passed legislation to advance criminal justice reform at the state level. ⚖️ https://t.co/r28MeKcbzV",2019-10-25 20:42:20,en,True
"Last year, President @realDonaldTrump signed the First Step Act into law—the most significant criminal justice reform in many generations.

""We rallied activists and faith leaders and law enforcement and lawmakers alike. We worked across party lines very strongly."" https://t.co/PXJlvc3ckM",2019-10-25 20:42:10,en,True
"President @realDonaldTrump: ""The best is yet to come"" for the African American community https://t.co/2HxhFtJxr0",2019-10-25 20:41:49,en,True
Members of the @GOP Executive Committee just unanimously passed a resolution of support for @realDonaldTrump &amp; the Graham-McConnell resolution condemning the unprecedented actions of House Democrats. (1/3),2019-10-25 20:41:33,en,True
"President @realDonaldTrump just accepted the 2019 Bipartisan Justice Award for his leadership in the passage of the historic First Step Act!

@the2020club was founded by 20 black Republicans and 20 black Democrats to elevate criminal justice reform above partisan politics. https://t.co/dQtqZSftQO",2019-10-25 20:41:00,en,True
"President @realDonaldTrump: ""We are acting, not talking."" https://t.co/kirjAveUiw",2019-10-25 20:40:45,en,True
"President @realDonaldTrump: ""Under this administration, the great betrayal of the American worker is over."" https://t.co/KfpbmjbiBz",2019-10-25 20:40:31,en,True
President @realDonaldTrump: African American youth unemployment recently reached the lowest level EVER https://t.co/fPICfbVxKV,2019-10-25 20:40:19,en,True
Tanisha Bannister: I want to thank @realDonaldTrump for giving me another lease on life https://t.co/dRZNhCSh7O,2019-10-25 20:40:00,en,True
Watch @potus @realDonaldTrump give remarks at HBCU - Benedict College accepting an award for his leadership on Criminal Justice Reform. https://t.co/gaqaowarUD,2019-10-25 20:39:51,en,True
"President @realDonaldTrump: ""My goal has been to give a voice to the voiceless."" 

#ForgottenMenandWomen https://t.co/LtrHazGGkt",2019-10-25 20:39:37,en,True
"President @realDonaldTrump: ""The First Step Act proved that we can achieve amazing breakthroughs when we come together as a nation and we put the interests of our citizens before the interests of any political party."" https://t.co/uf9GPgy7BP",2019-10-25 20:39:21,en,True
"House Democrats continue to take unprecedented steps in their closed-door impeachment charade.
 
@LindseyGrahamSC is right to expose this political vendetta against @realDonaldTrump for what it is! https://t.co/4NXKVK7ECd",2019-10-25 20:38:27,en,True
"It was my great honor to deliver the keynote address at the 2019 Second Step Presidential Justice Forum hosted by the 20/20 Bipartisan Justice Center in South Carolina, and my true honor to receive the Bipartisan Justice Award, thank you! https://t.co/uF9IWnI1pH",2019-10-25 19:51:43,en,False
Thank you @robertjeffress! https://t.co/o6mk8orgrC,2019-10-25 17:57:25,en,False
"Today @realDonaldTrump is receiving the Bipartisan Justice Award for his historic work on criminal justice reform.

At the same time polls are showing record support of Pres. Trump from black men — up to 42%!

Democrats’ worse nightmare. They know they cannot beat this President. https://t.co/BE7olKG0kf",2019-10-25 17:35:13,en,True
Heading to South Carolina! https://t.co/CORtaPJq9p,2019-10-25 17:30:21,en,False
Breaking Poll: 52% Say Impeachment Is Political Stunt by Democrats - 59% Say It's a Waste of Time @DanScavino @RealDonaldTrump https://t.co/zhw7Gmgsx1 via @gatewaypundit,2019-10-25 16:22:09,en,True
"“Donald J. Trump is an absolutely historic President already, in less than 3 years in office. His record is there for everyone to look at &amp; to examine and compare. This is an illegitimate effort to overthrow a President, not a formal Impeachment inquiry.” @LouDobbs  Thank you Lou",2019-10-25 12:54:24,en,False
"....COMING HOME! We were supposed to be there for 30 days - That was 10 years ago. When these pundit fools who have called the Middle East wrong for 20 years ask what we are getting out of the deal, I simply say, THE OIL, AND WE ARE BRINGING OUR SOLDIERS BACK HOME, ISIS SECURED!",2019-10-25 12:32:06,en,False
"....USA has gained Trillions of Dollars in wealth since November 2016. All others way down. Our power is Economic before having to use our newly rebuilt Military, a much better alternative. Oil is secured. Our soldiers have left and are leaving Syria for other places, then....",2019-10-25 12:32:06,en,False
Turkey fully understands not to fire on the Kurds as they leave what will be known as the Safe Zone for other fairly nearby areas. I don’t have to repeat that large scale Sanctions will be imposed for violations. Going well! ISIS secured by Kurds with Turkey ready as backup.....,2019-10-25 12:32:06,en,False
"So Congressman Tim Ryan of Ohio has finally dropped out of the race for President, registering ZERO in the polls &amp; unable to even qualify for the debate stage. See Tim, it’s not so easy out there if you don’t know what you’re doing. He wasn’t effective for USA workers, just talk!",2019-10-25 12:15:58,en,False
"Another big dropout of the Presidential race was, along with 0% Tim Ryan, 0% @RepSwalwell. Such talk and bravado from both, and nothing to show. They stood for nothing, and the voters couldn’t stand by them. Obnoxious and greedy politicians never make it in the end!",2019-10-25 12:12:23,en,False
"This impeachment inquiry has produced NOTHING to impeach POTUS for (I've been inside every depo thus far). While Dems run from the MANY gross flaws of how this circus is run, I welcome a debate on just how massively screwed up their clown show is on the SUBSTANCE.",2019-10-25 02:10:02,en,True
"Democrats have no concern for the rules. 

Pelosi violates House rules and her majority gives her a free pass.

Schiff fabricates a phone call to deceive the public and Democrats refuse to hold him accountable. 

No surprise from the party of a sham “impeachment.”",2019-10-25 02:08:26,en,True
"The only reason Adam Schiff is conducting these unclassified interviews in a SCIF is to allow Democrats to control the narrative getting to the press.

We are watching a coup happen right in front of us. It's time to fight back.",2019-10-25 02:08:24,en,True
"Democrats are trying to use the natural advantage they have with the mainstream media to have secret interviews and selective leaks. 

They’re trying to pollute the American electorate with lies about the President. https://t.co/begcSbOjvp",2019-10-25 02:07:37,en,True
"Democrats: Searching for any possible reason to impeach @realDonaldTrump &amp; undo the results of the 2016 election - &amp; doing so behind closed-doors.

@POTUS: Overseeing an economic BOOM for working Americans and rejuvenating the U.S. economy.

https://t.co/O14XtgT7SE",2019-10-25 02:07:23,en,True
"Where is the Whistleblower, and why did he or she write such a fictitious and incorrect account of my phone call with the Ukrainian President? Why did the IG allow this to happen? Who is the so-called Informant (Schiff?) who was so inaccurate? A giant Scam!",2019-10-25 01:52:32,en,False
52% majority says impeachment is political to stop @realDonaldTrump reelection only 36% legal 47%-33% say @POTUS shudn’t cooperate n 59%-33% say it’s a waste n Dems need to work w/ Reps to solve nations problems. https://t.co/P8vfPtIb47,2019-10-24 22:01:07,en,True
"Nancy Pelosi and her Do-Nothing Democrats have approved more subpoenas to investigate President Trump than they have written laws.

Nothing is getting done!
https://t.co/roGR3OReZN",2019-10-24 21:24:34,en,True
"I really enjoyed my conversation with General @MazloumAbdi. He appreciates what we have done, and I appreciate what the Kurds have done. Perhaps it is time for the Kurds to start heading to the Oil Region!",2019-10-24 15:48:47,en,False
The Oil Fields discussed in my speech on Turkey/Kurds yesterday were held by ISIS until the United States took them over with the help of the Kurds. We will NEVER let a reconstituted ISIS have those fields!,2019-10-24 15:25:23,en,False
"Thank you to House Republicans for being tough, smart, and understanding in detail the greatest Witch Hunt in American History. It has been going on since long before I even got Elected (the Insurance Policy!). A total Scam!",2019-10-24 14:28:54,en,False
"The Federal Reserve is derelict in its duties if it doesn’t lower the Rate and even, ideally, stimulate. Take a look around the World at our competitors. Germany and others are  actually GETTING PAID to borrow money. Fed was way too fast to raise, and way too slow to cut!",2019-10-24 14:20:02,en,False
Don’t hurt them please! https://t.co/cKVa2HlJQb,2019-10-24 04:40:13,en,False
It is the only thing the Do Nothing Dems are doing! https://t.co/oqeetDNKzD,2019-10-24 04:32:45,en,False
Just a continuation of the Witch Hunt! https://t.co/TTCXcg0jdU,2019-10-24 04:29:33,en,False
"Chairman Schiff interestingly reversed course on having the 'whistleblower' testify *after* it was revealed that his office and the 'whistleblower' had actually back-channel communicated...

We need to ask questions of the anonymous informant
https://t.co/N5166gmyFS",2019-10-24 04:26:47,en,True
"If people scatter out of a room when you walk in &amp; turn on the light, it begs the question: What are they hiding in there?

That's exactly what happened when my colleagues &amp; I entered the backroom Schiff is trying to impeach @realDonaldTrump from to get the truth.

Unacceptable! https://t.co/IB5s5tmpsj",2019-10-24 04:26:23,en,True
"(Kiddingly) We’re building a Wall in Colorado”(then stated, “we’re not building a Wall in Kansas but they get the benefit of the Wall we’re building on the Border”) refered to people in the very packed auditorium, from Colorado &amp; Kansas, getting the benefit of the Border Wall!",2019-10-24 04:20:27,en,False
"Of Wisconsin’s 72 counties, 23 switched from voting for Obama in 2012 to Trump in 2016 https://t.co/4E0xFLZwlF https://t.co/fJipTzQTVc",2019-10-24 03:59:32,en,True
"PROMISES MADE, PROMISES KEPT! #SHALEINSIGHT2019 https://t.co/kCkw3K8k5o",2019-10-23 21:19:33,en,False
"It was wonderful to be back in Pittsburgh, Pennsylvania with the incredible Patriots who fuel our factories, light up our homes, power our industries and fill our hearts with true American Pride! #SHALEINSIGHT2019 https://t.co/hWmN7zNud3",2019-10-23 21:12:06,en,False
"It would be really great if the people within the Trump Administration, all well-meaning and good (I hope!), could stop hiring Never Trumpers, who are worse than the Do Nothing Democrats. Nothing good will ever come from them!",2019-10-23 19:01:02,en,False
"....Does anybody think this is fair? Even though there was no quid pro quo, I’m sure they would like to try. Worse than the Dems!",2019-10-23 18:58:44,en,False
"Never Trumper Republican John Bellinger, represents Never Trumper Diplomat Bill Taylor (who I don’t know), in testimony before Congress! Do Nothing Democrats allow Republicans Zero Representation, Zero due process, and Zero Transparency....",2019-10-23 18:58:41,en,False
"435 Members of the House.

Only one knows who the “whistleblower” is and who their sources are: @RepAdamSchiff.

Why?",2019-10-23 17:52:08,en,True
"Democrats are trying to deny Republican Members of Congress access to Schiff's secret impeachment proceedings. What are they hiding??

Enough is enough! The American people deserve transparency! This Democrat scheme to impeach @realDonaldTrump behind closed doors cannot continue. https://t.co/ernM1x73m9",2019-10-23 17:51:21,en,True
"Stepping out of Schiff’s dungeon for a quick update.

Members and the thousands of constituents they represent have a right to know what’s going on in this “impeachment inquiry.”

Schiff’s efforts to hide this process from the American people will not stand. #StopTheSchiffShow https://t.co/asEJV7Yvm9",2019-10-23 17:50:34,en,True
"The Never Trumper Republicans, though on respirators with not many left, are in certain ways worse and more dangerous for our Country than the Do Nothing Democrats. Watch out for them, they are human scum!",2019-10-23 17:48:40,en,False
"It’s simple. The American people deserve transparency, yet House Democrats continue to ram through their impeachment investigation in secret and behind closed doors.
 
“What are the Democrats hiding about the impeachment inquiry?” https://t.co/nSka8kFIHT",2019-10-23 17:46:48,en,True
"• Why don't we know who the whistleblower is?
• Why is this so-called #impeachment ""inquiry"" being ran secretly in the basement of the U.S. Capitol?
• Why are the American people being left in the dark?

@RepAdamSchiff owes us all answers. https://t.co/1NZUqq9Fwz",2019-10-23 17:46:35,en,True
"""Eight long years after President Obama's ill-fated push at regime change, U.S. troops are still on the ground in Syria. More than half a million people are dead, hundreds of thousands are terribly injured, and millions more Syrians are displaced."" https://t.co/Rwao9HNbIA",2019-10-23 17:45:18,en,True
President @realDonaldTrump just announced a major breakthrough toward achieving a better future for Syria and the Middle East. https://t.co/rjykmSmdWw,2019-10-23 17:45:15,en,True
Thank you General Mazloum for your kind words and courage. Please extend my warmest regards to the Kurdish people. I look forward to seeing you soon. @mustefabali,2019-10-23 16:35:23,en,False
"GEN.Mazloum:
1- I just spoke with President Trump and explained to him the Turkish violations of the truce that would not have been possible without his great efforts",2019-10-23 16:32:30,en,True
"GEN.Mazloum:
2. We THANK President Trump for his tireless efforts that stopped the brutal Turkish attack and jihadist groups on our people.",2019-10-23 16:32:28,en,True
https://t.co/7Ud0WLyo4g,2019-10-23 16:06:00,und,False
Where’s the Whistleblower?,2019-10-23 12:40:13,en,False
Big success on the Turkey/Syria Border. Safe Zone created! Ceasefire has held and combat missions have ended. Kurds are safe and have worked very nicely with us. Captured ISIS prisoners secured. I will be making a statement at 11:00 A.M. from the White House. Thank you!,2019-10-23 12:39:20,en,False
"....feel EMPOWERED. There’s a movement happening on these campuses like I’ve never seen before. When you have 3000 students wanting to get into an event that couldn’t get in, that’s pretty remarkable!”  @charliekirk11 Turning Point USA   KEEP AMERICA GREAT!",2019-10-23 12:29:22,en,False
....Order a couple of months ago saying that any school that does not uphold the First Amendment Rights of its students will lose Federal Funding. We have seen a huge change in how the Universities interact with us as a national &amp; local student organization. Our studends....,2019-10-23 12:29:22,en,False
"Young campus Conservatives are flocking to Turning Point USA &amp; other Conservative speaker events all over the Country, AND IN RECORD NUMBERS. Thousands of students are turning out. “I just want to compliment the President of the United States for signing that historic Executive..",2019-10-23 12:29:22,en,False
I still have a lot more questions about #HunterBiden and his dealings in #Ukraine and #Russia.  My video on @FoxBusiness yesterday. https://t.co/JrCJC2uzd5,2019-10-23 11:59:32,en,True
"This #impeachment is not a constitutional process but an unprecedented #Democrat attack on a #Republican @POTUS 

Thank you @HARRISFAULKNER for having me on @OutnumberedOT today! https://t.co/N99tZqUOIj",2019-10-23 11:59:07,en,True
Republicans are going to fight harder than ever to win back the House because of what the Do Nothing Democrats have done to our Country!,2019-10-23 11:36:27,en,False
Neither he (Taylor) or any other witness has provided testimony that the Ukrainians were aware that military aid was being withheld. You can’t have a quid pro quo with no quo.” Congressman John Ratcliffe @foxandfriends Where is the Whistleblower? The Do Nothing Dems case is DEAD!,2019-10-23 11:32:16,en,False
"Myth: Democrats aren’t impeaching @RealDonaldTrump because of politics. This is about Ukraine.

Fact: Democrats introduced articles of impeachment in 2017.

#MythBustingMonday https://t.co/dIIV3IKAw4",2019-10-23 11:09:58,en,True
"The only value Hunter Biden brought to the table was access to his father, then-VP Joe Biden.

Democrats and the media don’t want to talk about that corruption.

@realDonaldTrump is right to call it out! https://t.co/astjZK2QOf",2019-10-23 10:59:23,en,True
"The movement @realDonaldTrump has built is unlike anything we have ever seen.
 
Tens of thousands came to Dallas to show their support, and they are ready to #KeepAmericaGreat in 2020! https://t.co/VJLdcO4mCe",2019-10-23 10:58:54,en,True
"Since day one, the left has been on a mission to dispute, deny, and re-litigate the results of the 2016 election.

They aren't just trying to penalize a political outsider for taking office.

They’re trying to penalize the American people for choosing President @realDonaldTrump.",2019-10-23 10:58:02,en,True
"Remember when Democrats called the extra money in Americans' wallets thanks to President @realDonaldTrump's economic policies ""scraps"" and ""crumbs?""

Update: ""The median or average-income family has seen a gain of $5,003 since Trump came into office.""

https://t.co/iozPELkKBV",2019-10-23 10:57:31,en,True
@realDonaldTrump “I would like the Attorney General to find out what’s going on. We’re investigating corruption. I have an obligation to do that...”  https://t.co/rQGPwJzDq7,2019-10-23 10:56:40,en,True
It never ends. The Do Nothing Dems are terrible! https://t.co/l7Qk0WU8ML,2019-10-23 10:56:02,en,False
Love these Libs melting down because @seanspicer keeps surviving - maybe it’s because people are actually voting for him! He’s not even close to the bottom two.  #DWTS  @realDonaldTrump,2019-10-23 04:21:01,en,True
"The economy is booming, a fantastic trade deal is waiting for a vote, yet DC Democrats are only focused on their ridiculous attacks on @realDonaldTrump.
 
Go to https://t.co/Ce6EkFLp6i to help hold them accountable! https://t.co/PUHbxrxm7R",2019-10-23 04:20:11,en,True
"Democrats think impeachment is their only hope for 2020.

They will NEVER beat @realDonaldTrump on policy or merit and they know it! https://t.co/0OrlcT37ZH",2019-10-23 04:19:24,en,True
"Our movement is a movement unlike anything our country has seen!

New video from @GOP captures just some of the excitement for @realDonaldTrump at the #TrumpRallyDallas 🇺🇸

 https://t.co/Nj8PzygGmj",2019-10-23 04:19:07,en,True
".@kayleighmcenany: President @realDonaldTrump has raised more money than any former President at this point in a campaign!

💰 Team Trump &amp; @GOP raised $300M this year
📈 313,000 new small donors in 3 months alone
🤣 Joe Biden raised $15M in Q3 (we did that in 2 days)

#WarChest https://t.co/Wg9slRMgj0",2019-10-23 04:18:36,en,True
Thank you Steve! https://t.co/ROfsFdSGZO,2019-10-23 04:15:14,en,False
"Adam Schiff’s phony narrative has been “OBLITERATED” by testimony given to the House.

“There is nothing from anything that I’ve heard that you could possibly impeach @realDonaldTrump for.”
https://t.co/6TmJapUGiX",2019-10-23 04:14:03,en,True
The Democrats Scam goes on and on! They Do Nothing! https://t.co/4ER1m6e39s,2019-10-23 04:10:38,en,False
The Witch Hunt continues! https://t.co/pBzhZfJEYb,2019-10-23 04:08:35,en,False
The Do Nothing Dems have nothing but time! https://t.co/g9wsBfk16W,2019-10-23 04:07:07,en,False
https://t.co/YFpyUULife,2019-10-23 03:54:50,und,True
Visiting the Air Capital of the World with @SecPompeo to meet hardworking students in programs training them to succeed in careers in the aviation manufacturing industry. ✈️ 🇺🇸 #PledgetoAmericasWorkers https://t.co/jc5GpMBiwD,2019-10-23 03:50:17,en,True
"Wrong, never even discussed this with Kellyanne Conway or Steve Mnuchin. Just more Fake News! https://t.co/bgR8TnytjJ",2019-10-23 03:43:38,en,False
"Good news seems to be happening with respect to Turkey, Syria and the Middle East. Further reports to come later!",2019-10-22 22:18:29,en,False
"“You’re doing an incredible job,” says @POTUS to @Astro_Christina and @Astro_Jessica during today’s #AllWomanSpacewalk. Tune in to watch history in the making: https://t.co/2SIb9YFKsH https://t.co/bMMSzKVaFc",2019-10-22 14:08:14,en,True
Fall is here! Come enjoy the beautiful White House Garden tours this weekend! Thank you to the @NatlParkService for taking such good care of our historic grounds. https://t.co/hokvoXt89H,2019-10-22 14:07:27,en,True
Great Job Tim! https://t.co/WhgO67CfKP,2019-10-22 14:06:55,en,False
“Empowering half the world’s population to flourish in the market economy is the best way to boost growth.” #WGDP https://t.co/tnajRYbi2x,2019-10-22 14:06:17,en,True
"Pelosi &amp; co. refuse to bring their inquiry to a vote because they have no serious interest in searching out truth and justice.

They’re simply on “a quest to impeach the president, regardless of what the truth may be or what is just,” Rep. Biggs writes. https://t.co/xb9E3Be3a3 https://t.co/Y5IelfoBqa",2019-10-22 14:04:54,en,True
"Results that speak for themselves: Wage gains under President @realDonaldTrump have eclipsed growth under the past two administrations, multiple times over. https://t.co/OwZPiQnjGA",2019-10-22 14:04:29,en,True
".@RepKevinBrady, @virginiafoxx, &amp; @repgregwalden: ""We can lower drug prices for seniors, workers, and families to help the American people if we work together; it does not have to be this way, Madame Speaker."" | https://t.co/a7hXeMKhkP",2019-10-22 14:04:06,en,True
Immigration Hardliners Fight For Cuccinelli To Be Next DHS Secretary : NPR https://t.co/csVNSlfro9,2019-10-22 14:02:20,en,True
“The Democrats are trying to draw out this inquiry because they don’t have the support. Donald Trump is guilty only of winning the 2016 Election.” @MZHemingway @foxandfriends,2019-10-22 13:41:53,en,False
"Can’t believe that Nervous Nancy Pelosi isn’t moving faster on USMCA. Her people want it, they don’t know why she isn’t putting it up for a bipartisan vote. Taking too long!",2019-10-22 13:28:19,en,False
95% Approval Rating in the Republican Party. Thank you!,2019-10-22 11:57:09,en,False
